key,start,end,xlsx_col3,xlsx_col9,xlsx_col11,xlsx_a,xlsx_b,xlsx_col16,xlsx_col10,xlsx_col12,xlsx_string,record,start_dom_top_1,start_dom_top_2,start_dom_top_3,start_dom_top_4,start_dom_top_5,end_dom_top_1,end_dom_top_2,end_dom_top_3,end_dom_top_4,end_dom_top_5,start_non_top_1,start_non_top_2,start_non_top_3,start_non_top_4,start_non_top_5,end_non_top_1,end_non_top_2,end_non_top_3,end_non_top_4,end_non_top_5
sign_358839,507,520,WOW,crvd-5,crvd-5,3583.0,3596.0,11.0,,,5-Deaf-Grunts.mov,68,crvd-5,5-C,5,fanned-flat-O,5-C-L,5,crvd-5,B-L,fanned-flat-O,5-C,5,F,5-C-L,L-X,crvd-5,5,F,crvd-5,5-C-L,bent-B-L
sign_358839,529,537,DEEP,bent-1,bent-1,3605.0,3613.0,11.0,bent-B,bent-B,5-Deaf-Grunts.mov,68,10,bent-1,A,1,T,1,S,10,A,bent-1,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,25,crvd-5
sign_358839,545,547,BUT,1,1,3621.0,3623.0,11.0,1,1,5-Deaf-Grunts.mov,68,1,V,bent-1,X,tight-C_2,1,5,tight-C_2,B,B-L,5,F,bent-B-L,crvd-5,25,5,F,bent-B-L,crvd-5,5-C-L
sign_358839,549,553,"5\dismissive gesture\""""",5,5,3625.0,3629.0,11.0,5,5,5-Deaf-Grunts.mov,68,5,B-xd,B-L,B,F,5,V,B,B-L,3,5,F,crvd-5,Y,bent-B-L,bent-B-L,F,5,C,crvd-5
sign_358839,627,631,ALSO,1,1,3703.0,3707.0,11.0,1,1,5-Deaf-Grunts.mov,68,bent-1,1,X,tight-C_2,S,1,V,bent-1,X,crvd-V,5,F,bent-B-L,crvd-5,Y,5,bent-B-L,F,crvd-5,Y
sign_358839,638,646,FIGHT,S,S,3714.0,3722.0,11.0,S,S,5-Deaf-Grunts.mov,68,1,S,X,alt-G_bent-L,10,1,bent-1,A,L-X,B-L,5,F,crvd-5,Y,L-X,5,bent-B-L,F,crvd-5,Y
sign_358839,659,667,ANIMAL,crvd-5,crvd-5,3735.0,3743.0,11.0,crvd-5,crvd-5,5-Deaf-Grunts.mov,68,5,bent-U-L,L,bent-B-L,crvd-5,5,crvd-5,25,L,bent-U-L,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,5-C-L,crvd-5
sign_358839,672,677,WANT,crvd-5,crvd-5,3748.0,3753.0,11.0,5-C,5-C,5-Deaf-Grunts.mov,68,5,crvd-5,5-C-L,25,5-C,crvd-5,5,1,tight-C_2,5-C,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,crvd-5,5-C-L
sign_358839,688,703,"DCL:crvd-5\grunting voices\""""",fanned-flat-O,fanned-flat-O,3764.0,3779.0,11.0,5-C,5-C,5-Deaf-Grunts.mov,68,S,tight-C_2,A,1,Y,tight-C_2,S,A,X,1,5,F,crvd-5,Y,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_350539,11,25,PAST+NIGHT,bent-B-L,bent-B-L,5112.0,5126.0,23.0,,psv,2011-12-08_0046-cam1-for-ss3.mp4,69,Y,bent-B-L,5,L,10,bent-B-L,10,A,bent-B,tight-C_2,bent-B-L,5,crvd-5,C,B-L,5,bent-B-L,F,crvd-5,Y
sign_350539,33,41,fs-RENT,R,T,5134.0,5142.0,23.0,,,2011-12-08_0046-cam1-for-ss3.mp4,69,B,R,1,5,tight-C_2,T,S,tight-C_2,X,N,5,bent-B-L,C,crvd-5,B-L,5,F,bent-B-L,5-C-L,25
sign_350539,46,52,MOVIE,5,5,5147.0,5153.0,23.0,B-L,B-L,2011-12-08_0046-cam1-for-ss3.mp4,69,5,B-L,F,cocked-8,crvd-sprd-B,5,B-L,F,B,crvd-5,5,F,bent-B-L,5-C-L,Y,5,F,bent-B-L,5-C-L,Y
sign_350539,64,80,WOW/AWFUL,cocked-8,5,5165.0,5181.0,23.0,cocked-8,5,2011-12-08_0046-cam1-for-ss3.mp4,69,F,25,8,cocked-F,5,L,5,B-L,crvd-5,B,5,F,crvd-5,5-C-L,L-X,5,F,bent-B-L,5-C-L,crvd-5
sign_350539,86,95,"5\forget it\""""",5,psv,5187.0,5196.0,23.0,,,2011-12-08_0046-cam1-for-ss3.mp4,69,5,F,25,B-L,cocked-F,tight-C_2,B,1,5,S,5,bent-B-L,F,5-C-L,crvd-5,bent-B-L,5,C,F,crvd-5
sign_343815,14,26,ns-fs-JASON,I_J,N,18989.0,19001.0,87.0,,,2013-06-27_CB_0107-cam1-for-ss3.mp4,70,1,X,tight-C_2,S,D,X,crvd-V,D,tight-C_2,E,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_343815,40,51,"5\hands off\""""",5,5,19015.0,19026.0,87.0,5,5,2013-06-27_CB_0107-cam1-for-ss3.mp4,70,5,B-L,B,open-8,crvd-5,5,B-L,crvd-5,B,open-8,5,F,L-X,crvd-5,bent-B-L,5,L-X,crvd-5,Y,F
sign_343815,58,63,GO,1,bent-1,19033.0,19038.0,87.0,1,bent-1,2013-06-27_CB_0107-cam1-for-ss3.mp4,70,1,Y,B-L,B,X,1,flat-O,X,V,S,5,F,5-C-L,crvd-5,L-X,5,F,bent-B-L,crvd-5,L-X
sign_343815,70,79,HOME,flat-O,flat-O,19045.0,19054.0,87.0,,,2013-06-27_CB_0107-cam1-for-ss3.mp4,70,10,tight-C_2,Y,1,L,Y,tight-C_2,1,L,10,5,bent-B-L,F,crvd-5,C,5,bent-B-L,F,crvd-5,C
sign_343815,83,87,WHY,25,25,19058.0,19062.0,87.0,,,2013-06-27_CB_0107-cam1-for-ss3.mp4,70,5,25,crvd-5,flat-O,F,25,flat-O,W,F,5,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_343815,99,115,HOT,crvd-5,crvd-5,19074.0,19090.0,87.0,,,2013-06-27_CB_0107-cam1-for-ss3.mp4,70,tight-C_2,crvd-B,Y,5,flat-O,1,V,S,tight-C_2,X,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_263652,8,15,WHEN,1,1,13031.0,13038.0,60.0,1,1,2013-06-27_CB_0113-cam1-for-ss3.mp4,71,1,D,tight-C_2,bent-1,X,1,X,tight-C_2,D,L,5,F,bent-B-L,5-C-L,crvd-5,5,F,crvd-5,bent-B-L,5-C-L
sign_263652,27,36,FRIEND,X,X,13050.0,13059.0,60.0,X,X,2013-06-27_CB_0113-cam1-for-ss3.mp4,71,1,X,S,D,N,1,X,tight-C_2,D,bent-1,5,F,L-X,5-C-L,crvd-5,5,F,crvd-5,bent-B-L,5-C-L
sign_263652,52,59,LAPTOP,B-L,B-L,13075.0,13082.0,60.0,bent-B,bent-B,2013-06-27_CB_0113-cam1-for-ss3.mp4,71,B-L,25,B,V,5,B-L,5,bent-B-L,25,bent-B,5,F,crvd-5,5-C-L,L-X,5,F,5-C-L,25,crvd-5
sign_263652,67,71,TYPE,crvd-5,crvd-5,13090.0,13094.0,60.0,crvd-5,crvd-5,2013-06-27_CB_0113-cam1-for-ss3.mp4,71,D,X,1,tight-C_2,Y,1,X,D,F,S,5,F,L-X,crvd-5,bent-B-L,5,F,bent-B-L,crvd-5,25
sign_263652,79,86,INTERNET,25,25,13102.0,13109.0,60.0,25,25,2013-06-27_CB_0113-cam1-for-ss3.mp4,71,25,B-L,F,5,8,F,25,cocked-F,Y,8,5,L-X,crvd-5,F,1,5,F,crvd-5,L-X,5-C-L
sign_263652,89,92,"5\hey\""""",5,5,13112.0,13115.0,60.0,,,2013-06-27_CB_0113-cam1-for-ss3.mp4,71,B-L,5,F,B,25,crvd-5,B-L,5,3,crvd-B,5,F,crvd-5,L-X,Y,5,F,L-X,crvd-5,5-C-L
sign_263652,99,107,REMIND,bent-B-L,bent-B-L,13122.0,13130.0,60.0,,,2013-06-27_CB_0113-cam1-for-ss3.mp4,71,5-C,crvd-5,B-L,5,C,Y,C,10,5-C,crvd-5,5,F,crvd-5,bent-B-L,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_263652,113,122,GRAB-CHANCE,5,S,13136.0,13145.0,60.0,crvd-5,crvd-5,2013-06-27_CB_0113-cam1-for-ss3.mp4,71,5,crvd-5,tight-C_2,B-L,B,5,B-L,C,tight-C_2,1,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,5-C-L,crvd-5
sign_263652,127,148,HOMEWORK,O,S,13150.0,13171.0,60.0,,psv,2013-06-27_CB_0113-cam1-for-ss3.mp4,71,flat-O,tight-C_2,5,I,O,S,Y,bent-B-L,B-L,crvd-B,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,L-X,crvd-5
sign_242146,5,7,"5\let's see\""""",5,5,3400.0,3402.0,16.0,5,5,2-Voice-Identity.mov,72,L,5,10,crvd-5,B-L,5,crvd-5,W,crvd-sprd-B,6,5,bent-B-L,F,5-C-L,crvd-5,5,F,bent-B-L,crvd-5,5-C-L
sign_242146,14,17,TOMORROW,10,10,3409.0,3412.0,16.0,,,2-Voice-Identity.mov,72,10,S,1,Y,I,1,S,I,10,X,bent-B-L,5,F,C,crvd-5,bent-B-L,5,C,F,bent-B
sign_242146,23,29,ARRIVE,bent-B-L,B-L,3418.0,3424.0,16.0,B-L,B-L,2-Voice-Identity.mov,72,B-L,bent-B-L,25,5-C-L,bent-B,5,B-L,B,bent-B-L,crvd-5,bent-B-L,5,F,crvd-5,C,bent-B-L,5,F,5-C-L,crvd-B
sign_242146,42,47,PLACE,K,K,3437.0,3442.0,16.0,K,K,2-Voice-Identity.mov,72,1,tight-C_2,5,flat-O,crvd-5,1,10,A,S,X-over-thumb,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,5-C-L,crvd-5
sign_242146,54,56,TRAIN,U,U,3449.0,3451.0,16.0,U,U,2-Voice-Identity.mov,72,V,tight-C_2,3,F,1,V,tight-C_2,3,F,open-F,5,F,bent-B-L,crvd-5,Y,5,bent-B-L,F,crvd-5,Y
sign_242146,60,65,AREA,5,5,3455.0,3460.0,16.0,,,2-Voice-Identity.mov,72,crvd-5,5,5-C,B-L,5-C-L,5,tight-C_2,V,crvd-5,F,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,bent-B
sign_242146,72,76,SEARCH-FOR,C,C,3467.0,3471.0,16.0,,,2-Voice-Identity.mov,72,C,B-L,bent-B,crvd-5,25,5,crvd-5,B-L,C,25,bent-B-L,5,F,C,bent-B,bent-B-L,5,F,C,crvd-B
sign_242146,81,83,FOR,1,1,3476.0,3478.0,16.0,,,2-Voice-Identity.mov,72,1,X,U-L,R,tight-C_2,1,S,10,U-L,X,bent-B-L,5,F,C,bent-B,bent-B-L,5,F,C,bent-B
sign_242146,87,94,ADULT-TALL,bent-B-L,bent-B-L,3482.0,3489.0,16.0,,,2-Voice-Identity.mov,72,bent-B-L,bent-B,flat-O,C,crvd-B,bent-B-L,crvd-B,bent-B,C,25,bent-B-L,5,F,C,bent-B,bent-B-L,5,F,C,crvd-B
sign_242146,101,102,PERSON,K,K,3496.0,3497.0,16.0,,,2-Voice-Identity.mov,72,1,bent-1,U-L,R,tight-C_2,1,U-L,5,B-L,Y,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_242146,106,112,LOOK,V,V,3501.0,3507.0,16.0,,,2-Voice-Identity.mov,72,1,bent-1,tight-C_2,10,V,1,tight-C_2,X,V,bent-1,bent-B-L,5,F,C,bent-B,bent-B-L,5,F,C,bent-B
sign_242146,118,121,SEARCH-FOR,C,C,3513.0,3516.0,16.0,,,2-Voice-Identity.mov,72,bent-B,C,crvd-5,bent-B-L,flat-O,flat-O,bent-B,fanned-flat-O,B-L,crvd-5,bent-B-L,5,F,C,bent-B,bent-B-L,5,F,C,bent-B
sign_242146,123,158,LOOK,V,V,3518.0,3553.0,16.0,,,2-Voice-Identity.mov,72,crvd-B,C,O,M,5,V,1,X,tight-C_2,crvd-V,bent-B-L,5,F,C,bent-B,bent-B-L,5,F,C,bent-B
sign_297320,7,8,MOVIE,5,5,7042.0,7043.0,32.0,5,5,2012-11-27_JM6_0095-cam1-for-ss3.mp4,73,B-L,5,1,S,tight-C_2,B-L,5,B-xd,U-L,B,5,F,5-C-L,bent-B-L,L-X,5,F,Y,bent-B-L,5-C-L
sign_297320,13,16,GOOD/THANK-YOU,bent-B,bent-B,7048.0,7051.0,32.0,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4,73,25,Y,crvd-5,L,I-L-Y,L,crvd-5,10,B-L,crvd-B,5,bent-B-L,F,5-C-L,crvd-5,bent-B-L,5,F,crvd-5,C
sign_297320,20,24,QMwg,X,X,7055.0,7059.0,32.0,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4,73,X,1,D,S,tight-C_2,X,1,tight-C_2,S,D,5,bent-B-L,F,crvd-5,L-X,5,bent-B-L,F,crvd-5,L-X
sign_297320,31,31,"5\oh\""""",5,5,7066.0,7066.0,32.0,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4,73,B-L,5,crvd-5,crvd-sprd-B,5-C-L,B-L,5,crvd-5,crvd-sprd-B,5-C-L,5,bent-B-L,F,crvd-5,C,5,bent-B-L,F,crvd-5,C
sign_297320,37,43,WOW,crvd-5,crvd-5,7072.0,7078.0,32.0,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4,73,5,crvd-5,B-L,25,crvd-sprd-B,5,crvd-5,5-C,5-C-L,crvd-sprd-B,5,bent-B-L,F,crvd-5,L-X,5,bent-B-L,crvd-5,F,C
sign_297320,51,59,GREAT,B-L,B-L,7086.0,7094.0,32.0,B-L,B-L,2012-11-27_JM6_0095-cam1-for-ss3.mp4,73,5,B-L,crvd-5,C,bent-B,B-L,5,5-C-L,flat-O,crvd-5,5,L-X,1,crvd-5,F,5,F,L-X,crvd-5,1
sign_375702,4,12,RESEARCH,R,R,4621.0,4629.0,23.0,B-L,B-L,3-Voice-Life.mov,74,V,crvd-sprd-B,5,tight-C_2,crvd-5,V,crvd-V,1,tight-C_2,3,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_375702,18,19,"5\pause\""""",5,5,4635.0,4636.0,23.0,,,3-Voice-Life.mov,74,1,V,X,tight-C_2,bent-1,5,crvd-5,tight-C_2,B-L,F,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_375702,30,36,MORE,flat-O,flat-O,4647.0,4653.0,23.0,flat-O,flat-O,3-Voice-Life.mov,74,S,A,O,Y,1,flat-O,M,bent-B,F,crvd-B,5,F,crvd-5,Y,L-X,5,F,bent-B-L,crvd-5,5-C-L
sign_375702,49,59,RESEARCH,R,R,4666.0,4676.0,23.0,B-L,B-L,3-Voice-Life.mov,74,tight-C_2,V,bent-1,1,3,1,V,bent-1,X,D,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_375702,72,78,FOCUS/NARROW,B-L,B-L,4689.0,4695.0,23.0,B-L,B-L,3-Voice-Life.mov,74,5,B-L,4,B,F,flat-O,bent-B,1,crvd-5,fanned-flat-O,5,crvd-5,L-X,5-C-L,Y,5,F,bent-B-L,5-C-L,25
sign_375702,84,88,ON,B-L,B-L,4701.0,4705.0,23.0,crvd-B,crvd-B,3-Voice-Life.mov,74,5,10,1,V,B-L,B-L,B,5,open-F,crvd-5,5,bent-B-L,crvd-5,F,C,5,bent-B-L,F,25,crvd-5
sign_375702,97,132,fs-DISORDER,D,R,4714.0,4749.0,23.0,,,3-Voice-Life.mov,74,D,tight-C_2,1,X,T,1,D,R,V,crvd-V,bent-B-L,5,F,C,bent-B,bent-B-L,5,C,F,bent-B
sign_375702,143,153,TALK,4,4,4760.0,4770.0,23.0,,,3-Voice-Life.mov,74,F,4,O,C,bent-B,4,tight-C_2,5,W,F,bent-B-L,5,F,C,bent-B,bent-B-L,5,C,F,B-L
sign_375702,163,168,FOCUS/NARROW,B-L,B-L,4780.0,4785.0,23.0,B-L,B-L,3-Voice-Life.mov,74,bent-B-L,bent-B,B-L,crvd-B,5-C-L,1,flat-O,tight-C_2,B-L,bent-B-L,5,F,5-C-L,crvd-5,L-X,5,F,5-C-L,bent-B-L,crvd-5
sign_375702,175,179,MORE,flat-O,flat-O,4792.0,4796.0,23.0,flat-O,flat-O,3-Voice-Life.mov,74,flat-O,O,tight-C_2,M,N,bent-B,tight-C_2,O,M,flat-O,5,F,crvd-5,L-X,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_375702,191,196,THAN,B-L,B-L,4808.0,4813.0,23.0,bent-B-L,bent-B-L,3-Voice-Life.mov,74,F,5,4,C,B-L,B-L,bent-B,B,bent-B-L,5,5,F,bent-B-L,Y,crvd-5,5,F,bent-B-L,crvd-5,5-C-L
sign_375702,219,221,RESEARCH,R,R,4836.0,4838.0,23.0,B-L,B-L,3-Voice-Life.mov,74,5,crvd-sprd-B,crvd-5,B-L,V,V,1,bent-1,crvd-V,X,5,F,bent-B-L,5-C-L,25,5,F,bent-B-L,5-C-L,Y
sign_375702,225,228,ON,B-L,B-L,4842.0,4845.0,23.0,crvd-B,crvd-B,3-Voice-Life.mov,74,5,B-L,crvd-5,B,C,B-L,B,5,F,bent-B-L,5,bent-B-L,F,crvd-5,25,5,F,bent-B-L,25,crvd-5
sign_375702,236,238,GOOD/THANK-YOU,B-L,B-L,4853.0,4855.0,23.0,,,3-Voice-Life.mov,74,B-L,5,25,crvd-5,bent-B,B-L,5,25,crvd-5,bent-B,bent-B-L,5,C,F,bent-B,bent-B-L,5,F,C,bent-B
sign_375702,242,254,QUALITY,G,G,4859.0,4871.0,23.0,,,3-Voice-Life.mov,74,Y,flat-O,10,O,1,F,crvd-5,tight-C_2,B-L,open-F,bent-B-L,5,C,F,bent-B,bent-B-L,5,F,crvd-5,25
sign_375702,260,264,TALK,4,4,4877.0,4881.0,23.0,,,3-Voice-Life.mov,74,4,5,C,fanned-flat-O,crvd-5,5,4,tight-C_2,crvd-5,fanned-flat-O,bent-B-L,5,F,crvd-5,25,5,bent-B-L,F,crvd-5,25
sign_375702,267,270,part:indef,crvd-5,crvd-5,4884.0,4887.0,23.0,crvd-5,crvd-5,3-Voice-Life.mov,74,5,crvd-5,W,4,crvd-sprd-B,Y,5,crvd-5,5-C-L,5-C,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,5-C-L,crvd-5
sign_356945,5,5,ONE,1,1,10100.0,10100.0,40.0,,,8-Control-of-sound-places.mov,75,V,1,S,tight-C_2,bent-1,V,1,S,tight-C_2,bent-1,bent-B-L,5,C,F,bent-B,bent-B-L,5,C,F,bent-B
sign_356945,11,16,FRIEND,1,1,10106.0,10111.0,40.0,1,1,8-Control-of-sound-places.mov,75,1,D,bent-1,tight-C_2,L,1,tight-C_2,D,V,bent-1,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,5-C-L,crvd-5
sign_356945,45,54,STORY,F,open-F,10140.0,10149.0,40.0,F,open-F,8-Control-of-sound-places.mov,75,B-L,5,open-F,F,bent-B,F,flat-O,bent-B,B-L,tight-C_2,5,bent-B-L,F,C,5-C-L,5,bent-B-L,F,crvd-5,Y
sign_356945,56,60,ABOUT,1,1,10151.0,10155.0,40.0,1,1,8-Control-of-sound-places.mov,75,1,bent-1,A,flat-O,S,1,bent-1,V,tight-C_2,D,5,F,bent-B-L,crvd-5,Y,5,bent-B-L,F,crvd-5,L-X
sign_356945,65,72,GROW-UP,bent-B,bent-B,10160.0,10167.0,40.0,,,8-Control-of-sound-places.mov,75,S,flat-O,B-L,1,C,B-L,1,B,Y,B-xd,bent-B-L,5,F,C,bent-B,bent-B-L,5,F,C,crvd-B
sign_356945,82,87,HEARING,1,1,10177.0,10182.0,40.0,,,8-Control-of-sound-places.mov,75,bent-1,5,tight-C_2,1,F,1,bent-1,tight-C_2,5,X,bent-B-L,5,F,C,crvd-B,bent-B-L,5,F,C,crvd-5
sign_356945,92,100,FAMILY,F,F,10187.0,10195.0,40.0,F,F,8-Control-of-sound-places.mov,75,C,crvd-B,B-L,bent-B,crvd-5,flat-O,S,tight-C_2,baby-O,O,5,crvd-5,25,F,L-X,5,F,bent-B-L,crvd-5,5-C-L
sign_356945,134,138,FAMILY,F,F,10229.0,10233.0,40.0,F,F,8-Control-of-sound-places.mov,75,F,crvd-5,5,B-xd,C,flat-O,tight-C_2,F,bent-B-L,fanned-flat-O,5,crvd-5,F,L-X,Y,5,F,bent-B-L,crvd-5,5-C-L
sign_356945,145,156,SIGN,1,1,10240.0,10251.0,40.0,1,1,8-Control-of-sound-places.mov,75,1,tight-C_2,D,X,5,1,bent-1,tight-C_2,D,L,5,F,bent-B-L,crvd-5,5-C-L,5,bent-B-L,F,Y,crvd-5
sign_356945,164,177,SO-SO,5,5,10259.0,10272.0,40.0,,,8-Control-of-sound-places.mov,75,B-L,5,crvd-5,open-8,F,5,F,crvd-5,tight-C_2,1,bent-B-L,5,F,C,crvd-B,bent-B-L,5,F,C,bent-B
sign_356945,185,185,part:indef,5,5,10280.0,10280.0,40.0,,,8-Control-of-sound-places.mov,75,B-L,crvd-5,5,bent-B,crvd-B,B-L,crvd-5,5,bent-B,crvd-B,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,crvd-5
sign_356945,199,203,EACH,10,10,10294.0,10298.0,40.0,10,10,8-Control-of-sound-places.mov,75,10,L-X,A,bent-B-L,L,A,10,L-X,1,L,5,bent-B-L,F,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_356945,207,208,TIME,1,1,10302.0,10303.0,40.0,S,S,8-Control-of-sound-places.mov,75,1,bent-1,flat-O,V,alt-P,1,bent-1,crvd-V,D,tight-C_2,5,bent-B-L,F,Y,crvd-5,5,bent-B-L,F,crvd-5,Y
sign_356945,214,218,GO,1,1,10309.0,10313.0,40.0,1,1,8-Control-of-sound-places.mov,75,Y,1,tight-C_2,A,T,1,X,D,R,tight-C_2,F,5,bent-B-L,crvd-5,5-C-L,bent-B-L,5,F,Y,crvd-5
sign_356945,223,236,TOILET,T,T,10318.0,10331.0,40.0,,,8-Control-of-sound-places.mov,75,tight-C_2,T,A,Y,bent-1,T,A,1,N,tight-C_2,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,crvd-B
sign_356945,246,250,MOTHER+FATHER,5,5,10341.0,10345.0,40.0,,,8-Control-of-sound-places.mov,75,flat-O,C,O,Y,S,5,crvd-5,B-L,crvd-sprd-B,C,bent-B-L,5,F,C,crvd-B,bent-B-L,5,F,C,crvd-B
sign_356945,260,265,"5\shocked\""""",5,5,10355.0,10360.0,40.0,5,5,8-Control-of-sound-places.mov,75,5,L,1,tight-C_2,crvd-5,crvd-5,5,crvd-B,fanned-flat-O,4,bent-B-L,5,F,C,B-L,bent-B-L,5,F,C,crvd-5
sign_356945,277,289,LOUD,5,S,10372.0,10384.0,40.0,5,S,8-Control-of-sound-places.mov,75,5,crvd-5,B-L,4,C,S,10,1,A,E,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,crvd-5,C
sign_352875,24,32,ANY+TIME,A,L,11209.0,11217.0,55.0,A,psv,4-Deaf-Speech.mov,76,bent-B-L,10,L,bent-B,Y,1,bent-1,alt-P,V,L,5,F,bent-B-L,5-C-L,crvd-5,5,bent-B-L,F,crvd-5,C
sign_352875,45,48,TRY,T,T,11230.0,11233.0,55.0,T,T,4-Deaf-Speech.mov,76,1,X,bent-1,S,tight-C_2,1,bent-1,X,tight-C_2,5,5,F,crvd-5,5-C-L,bent-B-L,5,F,crvd-5,5-C-L,bent-B-L
sign_352875,55,58,READY,R,R,11240.0,11243.0,55.0,R,R,4-Deaf-Speech.mov,76,R,F,1,tight-C_2,L,1,tight-C_2,V,X,5,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_352875,67,75,COUGH,S,S,11252.0,11260.0,55.0,,,4-Deaf-Speech.mov,76,Y,S,O,I,10,S,Y,A,10,flat-O,bent-B-L,5,F,crvd-5,C,5,bent-B-L,F,crvd-5,Y
sign_352875,91,100,INHALE,5,flat-O,11276.0,11285.0,55.0,,,4-Deaf-Speech.mov,76,B-L,1,V,5,F,C,bent-B,4,crvd-5,5,bent-B-L,5,C,crvd-5,F,bent-B-L,5,crvd-5,C,F
sign_352875,114,122,"5\trepidation\""""",5,5,11299.0,11307.0,55.0,,,4-Deaf-Speech.mov,76,B-L,5,open-F,C,crvd-5,B-L,5,B,B-xd,open-F,bent-B-L,5,crvd-5,C,1,bent-B-L,5,crvd-5,C,1
sign_352875,128,137,FINE,5,5,11313.0,11322.0,55.0,,,4-Deaf-Speech.mov,76,B-L,5,B,B-xd,crvd-5,5,B-L,F,B-xd,tight-C_2,bent-B-L,5,crvd-5,C,1,bent-B-L,5,crvd-5,C,B-L
sign_352875,141,144,FINE,5,5,11326.0,11329.0,55.0,,,4-Deaf-Speech.mov,76,B-L,5,B,B-xd,crvd-5,5,B-L,B,B-xd,F,5,bent-B-L,crvd-5,F,Y,5,Y,F,crvd-5,L-X
sign_45189,10,13,"5\wave no\""""",5,5,3964.0,3967.0,20.0,,,2012-02-09_0061-cam1-for-ss3.mp4,77,5,B,B-L,B-xd,crvd-5,5,B-L,crvd-5,open-8,B,bent-B-L,5,F,5-C-L,crvd-5,5,bent-B-L,F,5-C-L,crvd-5
sign_45189,18,27,SERIOUS,1,1,3972.0,3981.0,20.0,,,2012-02-09_0061-cam1-for-ss3.mp4,77,1,X,tight-C_2,T,D,tight-C_2,1,5,X,L,bent-B-L,5,F,C,crvd-5,5,bent-B-L,F,crvd-5,5-C-L
sign_45189,31,35,CAR,S,S,3985.0,3989.0,20.0,S,S,2012-02-09_0061-cam1-for-ss3.mp4,77,X,1,flat-O,S,X-over-thumb,flat-O,S,X-over-thumb,X,1,5,F,L-X,crvd-5,Y,5,F,L-X,crvd-5,5-C-L
sign_45189,39,48,BREAK-DOWN,5-C-L,5-C-L,3993.0,4002.0,20.0,5-C-L,5-C-L,2012-02-09_0061-cam1-for-ss3.mp4,77,crvd-5,25,5,F,crvd-B,1,S,bent-1,X,tight-C_2,5,crvd-5,L-X,F,25,5,F,5-C-L,crvd-5,bent-B-L
sign_45189,54,75,KEY,X-over-thumb,X-over-thumb,4008.0,4029.0,20.0,,,2012-02-09_0061-cam1-for-ss3.mp4,77,1,bent-1,tight-C_2,B-L,X,1,tight-C_2,X,bent-1,D,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_45189,83,94,CORRECT,1,1,4037.0,4048.0,20.0,bent-1,bent-1,2012-02-09_0061-cam1-for-ss3.mp4,77,1,tight-C_2,X,bent-1,S,1,tight-C_2,bent-1,L,D,5,bent-B-L,F,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_45189,102,105,part:indef,5-C-L,5-C-L,4056.0,4059.0,20.0,5-C-L,5-C-L,2012-02-09_0061-cam1-for-ss3.mp4,77,5-C-L,L-X,L,crvd-sprd-B,B-L,L-X,5-C-L,L,crvd-sprd-B,crvd-L,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_175300,6,8,SAY,bent-1,bent-1,6468.0,6470.0,36.0,,,2012-02-09_0058-cam1-for-ss3.mp4,78,1,X,bent-1,bent-B-L,alt-P,tight-C_2,crvd-sprd-B,1,L,5-C-L,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,crvd-5
